age,age_group,gender,occupation,current_balance,balance_diff,customer_tenure_years,is_active,churn,churn_label,activity_status,risk_segment
35,26-35,Male,salaried,6369.6,634.8000000000002,4.22,1,0,Retained,Active,Low Risk
67,65+,Female,self_employed,606.23,80.20000000000005,5.44,1,0,Retained,Active,Low Risk
46,46-55,Male,self_employed,63991.11,-228857.15,5.98,1,1,Churned,Active,Medium Risk
39,36-45,Female,self_employed,5173.82,0.0,4.74,1,0,Retained,Active,Low Risk
56,56-65,Female,self_employed,5361.77,-1648.1999999999998,6.64,1,0,Retained,Active,Medium Risk
45,36-45,Male,self_employed,4772.56,414.97000000000025,6.09,1,0,Retained,Active,Low Risk
23,<=25,Male,student,1681.22,0.0,6.47,1,0,Retained,Active,Low Risk
37,36-45,Female,salaried,5449.16,60.26999999999953,6.48,1,0,Retained,Active,Low Risk
31,26-35,Male,salaried,1756.22,45.36000000000013,6.66,1,0,Retained,Active,Low Risk
37,36-45,Male,self_employed,5314.47,-820.79,5.09,1,0,Retained,Active,Medium Risk
21,<=25,Male,salaried,4122.48,0.0,5.51,1,0,Retained,Active,Low Risk
32,26-35,Male,self_employed,9256.04,-37.04999999999927,6.43,0,0,Retained,Inactive,High Risk
27,26-35,Male,salaried,2340.06,0.0,6.7,1,0,Retained,Active,Low Risk
51,46-55,Female,self_employed,4911.19,0.0,5.93,1,0,Retained,Active,Low Risk
86,65+,Male,self_employed,2463.03,-1374.27,6.36,1,0,Retained,Active,Medium Risk
20,<=25,Male,student,2664.86,0.0,6.45,0,0,Retained,Inactive,Medium Risk
25,<=25,Male,salaried,6020.42,-391.1800000000003,5.72,1,0,Retained,Active,Medium Risk
4,<=25,Female,student,6776.87,-2.8599999999996726,5.18,1,0,Retained,Active,Medium Risk
66,65+,Male,self_employed,12773.8,3270.9299999999985,4.25,1,0,Retained,Active,Low Risk
84,65+,Female,self_employed,1091.2,-465.2999999999999,6.43,1,0,Retained,Active,Medium Risk
33,26-35,Male,salaried,11542.62,41.72000000000117,5.53,1,0,Retained,Active,Low Risk
32,26-35,Male,self_employed,3787.29,705.3499999999999,5.0,1,0,Retained,Active,Low Risk
38,36-45,Female,self_employed,2720.66,734.8199999999999,6.41,1,0,Retained,Active,Low Risk
50,46-55,Male,self_employed,29193.01,17796.969999999998,4.12,1,0,Retained,Active,Low Risk
81,65+,Female,self_employed,2466.45,0.0,5.05,0,0,Retained,Inactive,Medium Risk
13,<=25,Male,student,1474.75,0.0,5.55,0,0,Retained,Inactive,Medium Risk
33,26-35,Male,self_employed,28787.16,26465.44,6.36,1,0,Retained,Active,Low Risk
50,46-55,Female,self_employed,13939.84,-9291.12,5.78,1,0,Retained,Active,Medium Risk
66,65+,Male,self_employed,283.15,-867.38,5.89,1,1,Churned,Active,Medium Risk
47,46-55,Male,self_employed,2078.69,381.8700000000001,5.93,1,0,Retained,Active,Low Risk
34,26-35,Female,salaried,3567.17,435.15999999999985,5.73,1,0,Retained,Active,Low Risk
55,46-55,Female,self_employed,16343.09,-14251.2,5.75,1,0,Retained,Active,Medium Risk
68,65+,Female,self_employed,3991.06,528.6199999999999,5.87,1,0,Retained,Active,Low Risk
31,26-35,Female,self_employed,1720.56,-173.19000000000003,5.1,1,0,Retained,Active,Medium Risk
44,36-45,Male,salaried,2060.78,777.5600000000002,6.1,1,0,Retained,Active,Low Risk
32,26-35,Male,self_employed,4271.12,-2776.49,4.87,1,0,Retained,Active,Medium Risk
68,65+,Female,self_employed,1351.21,-30.180000000000064,5.23,1,0,Retained,Active,Medium Risk
26,26-35,Female,self_employed,5694.07,-1577.04,6.39,1,0,Retained,Active,Medium Risk
38,36-45,Male,self_employed,96825.73,79362.91,6.06,1,0,Retained,Active,Low Risk
33,26-35,Male,self_employed,2773.48,680.1500000000001,5.34,1,0,Retained,Active,Low Risk
30,26-35,Female,salaried,4707.63,76.02999999999975,5.22,1,0,Retained,Active,Low Risk
18,<=25,Female,student,5854.59,0.0,5.61,1,1,Churned,Active,Low Risk
35,26-35,Female,salaried,2014.52,-1744.44,6.02,1,1,Churned,Active,Medium Risk
21,<=25,Male,student,1528.44,0.0,5.96,0,0,Retained,Inactive,Medium Risk
71,65+,Male,salaried,2883.07,4.610000000000127,6.65,1,0,Retained,Active,Low Risk
53,46-55,Male,self_employed,1479.69,-122.42999999999984,5.13,1,0,Retained,Active,Medium Risk
31,26-35,Male,salaried,1409.64,-1361.62,6.21,1,1,Churned,Active,Medium Risk
70,65+,Male,self_employed,40482.37,20933.81,6.55,1,0,Retained,Active,Low Risk
4,<=25,Male,student,2628.0,0.0,5.84,0,0,Retained,Inactive,Medium Risk
56,56-65,Female,self_employed,1363.58,-160.6400000000001,6.37,1,0,Retained,Active,Medium Risk
38,36-45,Male,salaried,6656.71,55.14999999999963,5.66,1,0,Retained,Active,Low Risk
31,26-35,Male,salaried,478.81,-3326.59,6.22,1,1,Churned,Active,Medium Risk
53,46-55,Male,salaried,2060.09,-521.6599999999999,4.31,1,0,Retained,Active,Medium Risk
67,65+,Female,self_employed,5810.56,534.2600000000002,6.46,1,0,Retained,Active,Low Risk
17,<=25,Female,student,3395.5,0.0,5.38,1,0,Retained,Active,Low Risk
71,65+,Female,self_employed,4578.91,308.1899999999996,5.71,1,0,Retained,Active,Low Risk
86,65+,Male,self_employed,1962.65,1273.73,6.65,1,1,Churned,Active,Low Risk
28,26-35,Male,salaried,1160.77,-656.4300000000001,4.67,1,0,Retained,Active,Medium Risk
37,36-45,Female,self_employed,3827.01,0.0,6.21,1,0,Retained,Active,Low Risk
67,65+,Male,salaried,14071.51,-20960.06,6.08,1,1,Churned,Active,Medium Risk
5,<=25,Female,student,78.02,-2789.03,5.0,0,0,Retained,Inactive,High Risk
43,36-45,Male,salaried,3965.66,2396.62,6.49,1,0,Retained,Active,Low Risk
47,46-55,Female,self_employed,1356.17,-822.75,5.24,1,0,Retained,Active,Medium Risk
35,26-35,Male,salaried,2913.54,1040.75,5.67,1,0,Retained,Active,Low Risk
75,65+,Male,retired,18541.1,3813.5199999999986,5.2,1,0,Retained,Active,Low Risk
23,<=25,Female,student,2178.68,12.239999999999782,6.26,0,0,Retained,Inactive,Medium Risk
90,65+,Male,self_employed,3594.72,-158.87000000000037,4.14,1,0,Retained,Active,Medium Risk
46,46-55,Female,self_employed,3361.54,1095.52,4.68,1,0,Retained,Active,Low Risk
71,65+,Male,self_employed,3848.82,-967.7400000000002,5.15,1,0,Retained,Active,Medium Risk
84,65+,Female,self_employed,526.26,-4475.65,6.22,1,1,Churned,Active,Medium Risk
78,65+,Male,salaried,3077.72,-456.73,6.19,1,0,Retained,Active,Medium Risk
23,<=25,Female,student,12107.61,697.0500000000011,6.62,1,0,Retained,Active,Low Risk
14,<=25,Female,student,6514.9,-394.0100000000002,6.36,0,0,Retained,Inactive,High Risk
85,65+,Female,self_employed,16934.58,5808.020000000002,6.03,1,0,Retained,Active,Low Risk
72,65+,Male,self_employed,1733.96,71.43000000000006,5.49,1,0,Retained,Active,Low Risk
30,26-35,Female,salaried,445.97,-1785.72,5.63,1,1,Churned,Active,Medium Risk
42,36-45,Female,self_employed,5385.09,-1111.7699999999995,6.07,1,0,Retained,Active,Medium Risk
46,46-55,Male,salaried,7121.87,5688.18,6.2,1,0,Retained,Active,Low Risk
72,65+,Female,self_employed,6398.35,494.4400000000005,5.74,1,0,Retained,Active,Low Risk
45,36-45,Female,self_employed,3838.48,750.54,5.82,1,0,Retained,Active,Low Risk
39,36-45,Female,salaried,1620.47,-1681.0199999999998,6.35,1,1,Churned,Active,Medium Risk
34,26-35,Female,self_employed,7190.29,-204.14999999999964,6.15,1,0,Retained,Active,Medium Risk
49,46-55,Male,self_employed,3329.97,814.8999999999996,5.98,1,0,Retained,Active,Low Risk
57,56-65,Female,company,5701.19,-42.86000000000058,3.2,1,0,Retained,Active,Medium Risk
61,56-65,Male,retired,7882.38,4820.0,4.43,1,1,Churned,Active,Low Risk
90,65+,Male,self_employed,340.86,-3168.3199999999997,5.02,1,1,Churned,Active,Medium Risk
31,26-35,Female,salaried,16663.58,941.8300000000016,5.48,1,0,Retained,Active,Low Risk
62,56-65,Male,self_employed,3150.67,1169.35,5.29,1,0,Retained,Active,Low Risk
36,36-45,Male,self_employed,1634.67,-22.269999999999985,6.32,1,0,Retained,Active,Medium Risk
74,65+,Female,self_employed,4531.41,1509.42,6.51,1,0,Retained,Active,Low Risk
43,36-45,Male,self_employed,5991.15,-27.3700000000008,5.76,1,0,Retained,Active,Medium Risk
42,36-45,Female,self_employed,9006.88,6210.48,6.54,1,0,Retained,Active,Low Risk
43,36-45,Female,self_employed,7273.95,-351.1100000000006,4.42,1,1,Churned,Active,Medium Risk
51,46-55,Male,self_employed,5568.67,-405.27999999999975,5.05,1,0,Retained,Active,Medium Risk
37,36-45,Female,self_employed,3952.63,-755.3499999999995,5.51,1,0,Retained,Active,Medium Risk
44,36-45,Female,self_employed,2533.75,0.0,5.82,1,0,Retained,Active,Low Risk
68,65+,Male,retired,11810.84,667.2199999999993,6.1,1,0,Retained,Active,Low Risk
72,65+,Female,self_employed,8405.58,974.25,6.45,1,0,Retained,Active,Low Risk
42,36-45,Female,self_employed,2167.79,-11.75,6.48,1,0,Retained,Active,Medium Risk
90,65+,Male,self_employed,5820.2,-3316.0700000000006,5.67,1,1,Churned,Active,Medium Risk
55,46-55,Female,self_employed,12371.73,-1560.4799999999996,5.41,1,0,Retained,Active,Medium Risk
41,36-45,Female,self_employed,1890.57,-808.7,5.28,1,0,Retained,Active,Medium Risk
57,56-65,Male,salaried,3659.34,64.7800000000002,6.11,1,0,Retained,Active,Low Risk
49,46-55,Female,self_employed,3287.26,23.920000000000073,6.38,1,0,Retained,Active,Low Risk
34,26-35,Male,self_employed,56.86,-60.370000000000005,5.89,1,1,Churned,Active,Medium Risk
90,65+,Male,self_employed,7929.5,2728.67,5.96,1,0,Retained,Active,Low Risk
58,56-65,Female,self_employed,1767.98,-5.069999999999936,4.65,0,0,Retained,Inactive,High Risk
29,26-35,Male,salaried,3119.23,0.0,5.18,1,0,Retained,Active,Low Risk
52,46-55,Female,self_employed,6026.14,218.89000000000033,6.28,1,0,Retained,Active,Low Risk
42,36-45,Male,self_employed,1841.24,-517.0600000000002,5.1,1,1,Churned,Active,Medium Risk
47,46-55,Male,salaried,19785.69,14326.089999999998,6.45,1,0,Retained,Active,Low Risk
26,26-35,Male,self_employed,5101.3,-4336.12,6.69,1,0,Retained,Active,Medium Risk
36,36-45,Male,salaried,1741.24,-624.22,6.07,1,1,Churned,Active,Medium Risk
32,26-35,Female,self_employed,14600.87,0.0,4.72,0,0,Retained,Inactive,Medium Risk
80,65+,Male,retired,2526.64,47.78999999999997,6.09,1,0,Retained,Active,Low Risk
27,26-35,Female,self_employed,15116.68,0.0,5.33,1,0,Retained,Active,Low Risk
82,65+,Female,self_employed,0.14,-1556.32,5.63,1,0,Retained,Active,Medium Risk
82,65+,Male,self_employed,4178.66,0.0,5.47,0,0,Retained,Inactive,Medium Risk
29,26-35,Male,salaried,1631.61,0.0,6.19,0,0,Retained,Inactive,Medium Risk
80,65+,Female,self_employed,1702.25,408.56999999999994,5.77,1,0,Retained,Active,Low Risk
90,65+,Male,self_employed,6675.54,-8051.38,5.85,1,0,Retained,Active,Medium Risk
73,65+,Female,self_employed,2079.81,650.4199999999998,6.17,1,0,Retained,Active,Low Risk
43,36-45,Male,salaried,3093.54,0.0,6.2,1,0,Retained,Active,Low Risk
68,65+,Female,self_employed,9433.41,0.0,6.59,1,0,Retained,Active,Low Risk
47,46-55,Male,salaried,931.65,-5692.34,6.52,1,1,Churned,Active,Medium Risk
51,46-55,Male,self_employed,1108.88,-1871.21,3.78,1,1,Churned,Active,Medium Risk
90,65+,Male,self_employed,13267.86,0.0,5.77,1,0,Retained,Active,Low Risk
37,36-45,Male,salaried,3955.45,628.5699999999997,6.61,1,1,Churned,Active,Low Risk
35,26-35,Male,self_employed,4490.83,3633.56,6.55,1,0,Retained,Active,Low Risk
57,56-65,Male,salaried,430.22,-4730.66,5.65,1,1,Churned,Active,Medium Risk
60,56-65,Female,self_employed,1231.54,795.39,3.66,1,0,Retained,Active,Low Risk
9,<=25,Male,student,1493.47,0.0,6.42,0,0,Retained,Inactive,Medium Risk
40,36-45,Male,salaried,5201.43,-73.72999999999956,5.94,0,0,Retained,Inactive,High Risk
42,36-45,Male,self_employed,30027.04,13849.87,5.5,1,0,Retained,Active,Low Risk
54,46-55,Male,self_employed,5318.91,-213.19999999999985,6.08,1,0,Retained,Active,Medium Risk
62,56-65,Male,salaried,2126.86,-1455.42,6.33,1,1,Churned,Active,Medium Risk
62,56-65,Female,self_employed,15911.07,0.0,5.28,0,0,Retained,Inactive,Medium Risk
77,65+,Female,retired,2249.49,84.9699999999998,5.8,1,0,Retained,Active,Low Risk
20,<=25,Female,self_employed,1920.91,-14.289999999999964,5.76,1,1,Churned,Active,Medium Risk
22,<=25,Male,student,2322.51,2148.63,5.51,1,0,Retained,Active,Low Risk
31,26-35,Male,salaried,5798.8,3552.24,5.65,1,0,Retained,Active,Low Risk
39,36-45,Male,self_employed,5564.32,597.9099999999999,3.16,1,0,Retained,Active,Low Risk
30,26-35,Female,salaried,24481.87,-10142.000000000004,5.63,1,1,Churned,Active,Medium Risk
45,36-45,Female,self_employed,16285.02,14445.31,6.05,1,0,Retained,Active,Low Risk
41,36-45,Female,self_employed,3759.1,899.5,6.05,1,0,Retained,Active,Low Risk
38,36-45,Male,self_employed,536.75,-3421.16,5.22,1,1,Churned,Active,Medium Risk
46,46-55,Female,self_employed,1672.17,-833.9699999999998,6.71,1,0,Retained,Active,Medium Risk
90,65+,Male,self_employed,322.11,-2281.1099999999997,6.25,1,0,Retained,Active,Medium Risk
47,46-55,Male,self_employed,17440.8,751.6100000000006,6.55,1,0,Retained,Active,Low Risk
65,56-65,Male,self_employed,7859.59,765.46,4.74,1,0,Retained,Active,Low Risk
45,36-45,Male,salaried,12935.36,-47.22999999999956,6.3,1,0,Retained,Active,Medium Risk
46,46-55,Male,salaried,1520.53,0.0,6.54,1,0,Retained,Active,Low Risk
45,36-45,Male,salaried,1725.53,-6648.79,3.61,1,1,Churned,Active,Medium Risk
61,56-65,Female,self_employed,3342.55,771.1200000000003,6.01,1,0,Retained,Active,Low Risk
45,36-45,Male,self_employed,1480.74,-3383.8200000000006,5.3,1,0,Retained,Active,Medium Risk
64,56-65,Female,self_employed,108.04,-368.66,5.84,1,0,Retained,Active,Medium Risk
39,36-45,Male,salaried,7030.57,26.63000000000011,6.2,1,0,Retained,Active,Low Risk
72,65+,Male,retired,2148.25,0.0,5.53,1,0,Retained,Active,Low Risk
56,56-65,Male,self_employed,47079.19,1918.6000000000056,6.74,1,0,Retained,Active,Low Risk
41,36-45,Female,salaried,3996.96,-863.3400000000001,5.13,1,1,Churned,Active,Medium Risk
38,36-45,Male,self_employed,13497.66,0.0,6.31,1,0,Retained,Active,Low Risk
56,56-65,Male,self_employed,22060.64,-670.9700000000012,4.44,1,0,Retained,Active,Medium Risk
47,46-55,Female,self_employed,3438.8,1371.65,6.08,1,0,Retained,Active,Low Risk
72,65+,Male,self_employed,15535.09,6.130000000001019,6.18,1,0,Retained,Active,Low Risk
70,65+,Male,self_employed,2630.75,0.0,5.07,0,0,Retained,Inactive,Medium Risk
27,26-35,Male,self_employed,77.04,-13.309999999999988,5.76,1,1,Churned,Active,Medium Risk
67,65+,Male,salaried,3772.52,663.6100000000001,5.25,0,0,Retained,Inactive,Medium Risk
61,56-65,Male,salaried,2195.23,7.289999999999964,5.44,0,0,Retained,Inactive,Medium Risk
60,56-65,Female,salaried,1632.32,-1546.38,5.34,1,1,Churned,Active,Medium Risk
54,46-55,Female,self_employed,2724.72,-179.1300000000001,6.5,1,0,Retained,Active,Medium Risk
51,46-55,Male,salaried,481.9,-655.17,6.12,1,1,Churned,Active,Medium Risk
31,26-35,Female,self_employed,4115.61,193.54999999999973,5.62,0,0,Retained,Inactive,Medium Risk
40,36-45,Male,self_employed,4817.4,-1932.17,5.63,0,0,Retained,Inactive,High Risk
29,26-35,Female,self_employed,1184.71,-46.07999999999993,5.88,1,0,Retained,Active,Medium Risk
37,36-45,Male,self_employed,3028.39,2147.93,6.12,1,0,Retained,Active,Low Risk
81,65+,Female,self_employed,552.58,-945.17,4.68,1,0,Retained,Active,Medium Risk
79,65+,Male,retired,1653.43,72.53999999999996,5.58,1,0,Retained,Active,Low Risk
67,65+,Male,retired,1430.89,295.98,5.52,1,0,Retained,Active,Low Risk
34,26-35,Male,salaried,3608.19,-435.25,5.89,1,0,Retained,Active,Medium Risk
49,46-55,Female,salaried,59342.6,30905.09,5.06,1,0,Retained,Active,Low Risk
36,36-45,Male,self_employed,2862.3,0.0,4.37,0,0,Retained,Inactive,Medium Risk
70,65+,Female,self_employed,10866.88,772.4099999999999,6.25,1,0,Retained,Active,Low Risk
34,26-35,Male,salaried,7645.9,10.599999999999454,6.31,1,0,Retained,Active,Low Risk
90,65+,Male,self_employed,1602.05,-0.1500000000000909,1.62,0,0,Retained,Inactive,High Risk
67,65+,Female,self_employed,668.95,-721.54,5.56,1,1,Churned,Active,Medium Risk
42,36-45,Female,self_employed,8998.42,2909.92,6.13,1,0,Retained,Active,Low Risk
36,36-45,Female,self_employed,7777.76,-1176.7199999999991,5.92,1,0,Retained,Active,Medium Risk
37,36-45,Male,salaried,3954.75,704.8499999999999,5.58,1,0,Retained,Active,Low Risk
68,65+,Male,self_employed,2122.45,-640.29,6.62,1,0,Retained,Active,Medium Risk
36,36-45,Male,salaried,1659.82,408.6899999999998,6.68,1,1,Churned,Active,Low Risk
34,26-35,Female,self_employed,3013.11,377.54,6.37,1,0,Retained,Active,Low Risk
66,65+,Male,self_employed,1632.12,423.5,6.38,1,0,Retained,Active,Low Risk
39,36-45,Female,self_employed,11499.32,6027.179999999999,5.19,1,0,Retained,Active,Low Risk
47,46-55,Male,self_employed,2551.39,-1305.77,5.47,1,0,Retained,Active,Medium Risk
59,56-65,Male,self_employed,60575.44,22689.97,6.33,1,0,Retained,Active,Low Risk
47,46-55,Male,self_employed,1761.05,-1054.62,6.23,1,0,Retained,Active,Medium Risk
47,46-55,Male,salaried,873.92,-557.6999999999999,5.2,1,0,Retained,Active,Medium Risk
51,46-55,Male,self_employed,1905.77,-1391.8200000000002,6.1,1,1,Churned,Active,Medium Risk
53,46-55,Female,self_employed,3820.95,0.0,5.01,1,0,Retained,Active,Low Risk
62,56-65,Male,salaried,4896.28,-262.6700000000001,5.32,1,0,Retained,Active,Medium Risk
90,65+,Female,retired,3093.77,0.0,6.61,0,0,Retained,Inactive,Medium Risk
40,36-45,Male,self_employed,5784.84,-1728.0699999999997,6.2,1,0,Retained,Active,Medium Risk
34,26-35,Female,self_employed,10216.44,-4020.16,5.78,1,1,Churned,Active,Medium Risk
62,56-65,Female,self_employed,2180.12,363.0899999999999,6.07,1,0,Retained,Active,Low Risk
47,46-55,Female,self_employed,1760.19,-1200.39,5.47,1,1,Churned,Active,Medium Risk
41,36-45,Male,self_employed,11638.47,8088.109999999999,6.53,1,0,Retained,Active,Low Risk
71,65+,Male,retired,812.19,-3594.47,6.52,1,1,Churned,Active,Medium Risk
55,46-55,Female,self_employed,1511.33,0.0,5.08,1,0,Retained,Active,Low Risk
18,<=25,Male,student,3304.34,1737.3300000000002,6.32,1,0,Retained,Active,Low Risk
4,<=25,Female,student,2862.93,-48.39000000000033,6.57,1,0,Retained,Active,Medium Risk
56,56-65,Female,self_employed,660.33,-3055.4,5.98,1,1,Churned,Active,Medium Risk
49,46-55,Male,self_employed,1109.55,-1088.86,5.96,1,1,Churned,Active,Medium Risk
39,36-45,Female,self_employed,2566.59,7.510000000000218,6.21,1,0,Retained,Active,Low Risk
67,65+,Male,retired,1843.61,861.7499999999999,5.73,1,0,Retained,Active,Low Risk
63,56-65,Male,retired,4964.77,-75.6299999999992,6.38,1,0,Retained,Active,Medium Risk
9,<=25,Male,student,2173.95,36.85999999999967,5.17,0,0,Retained,Inactive,Medium Risk
83,65+,Male,retired,2226.22,-1428.9700000000005,5.24,1,0,Retained,Active,Medium Risk
34,26-35,Female,salaried,3682.33,-238.96000000000004,6.78,1,0,Retained,Active,Medium Risk
90,65+,Female,self_employed,10970.43,3615.25,6.36,1,0,Retained,Active,Low Risk
74,65+,Female,self_employed,375.28,-4256.08,6.68,1,0,Retained,Active,Medium Risk
40,36-45,Female,self_employed,7395.5,4593.48,6.09,1,0,Retained,Active,Low Risk
23,<=25,Male,student,8539.29,7.140000000001237,5.97,1,0,Retained,Active,Low Risk
54,46-55,Male,salaried,531.59,-587.6999999999999,5.92,1,0,Retained,Active,Medium Risk
61,56-65,Female,self_employed,1021.38,7.080000000000041,5.93,1,0,Retained,Active,Low Risk
36,36-45,Male,salaried,1573.19,-88.01999999999998,6.1,1,0,Retained,Active,Medium Risk
35,26-35,Male,salaried,2254.54,-789.1100000000001,3.31,1,0,Retained,Active,Medium Risk
43,36-45,Female,self_employed,4037.91,3571.42,6.25,0,0,Retained,Inactive,Medium Risk
42,36-45,Female,salaried,1959.85,-237.70000000000027,6.59,1,0,Retained,Active,Medium Risk
44,36-45,Female,self_employed,1240.15,-7316.780000000001,5.33,1,1,Churned,Active,Medium Risk
32,26-35,Male,salaried,9003.16,2822.6899999999996,5.93,1,0,Retained,Active,Low Risk
25,<=25,Female,student,4053.37,0.0,6.37,1,0,Retained,Active,Low Risk
59,56-65,Male,self_employed,28600.51,8290.969999999998,6.37,1,0,Retained,Active,Low Risk
24,<=25,Female,student,2750.27,1624.66,6.29,1,0,Retained,Active,Low Risk
16,<=25,Male,self_employed,1492.47,30.279999999999973,4.07,0,0,Retained,Inactive,Medium Risk
42,36-45,Female,self_employed,1422.62,-468.35000000000014,6.76,1,0,Retained,Active,Medium Risk
63,56-65,Male,salaried,80.99,-1946.45,5.88,1,0,Retained,Active,Medium Risk
53,46-55,Female,self_employed,1049.34,-241.6300000000001,5.85,1,0,Retained,Active,Medium Risk
47,46-55,Female,self_employed,4478.64,24.860000000000586,4.2,1,0,Retained,Active,Low Risk
32,26-35,Male,salaried,3306.4,-1376.1699999999996,6.73,1,0,Retained,Active,Medium Risk
38,36-45,Male,self_employed,8712.35,0.0,5.89,0,0,Retained,Inactive,Medium Risk
73,65+,Female,self_employed,7813.02,-3.839999999999236,5.83,0,0,Retained,Inactive,High Risk
40,36-45,Male,self_employed,2582.95,-688.8100000000004,5.6,0,0,Retained,Inactive,High Risk
66,65+,Female,self_employed,85557.16,-83608.76000000001,4.62,1,1,Churned,Active,Medium Risk
49,46-55,Male,self_employed,1.66,-6171.67,6.13,1,1,Churned,Active,Medium Risk
43,36-45,Male,self_employed,872.38,-5.519999999999982,5.67,1,1,Churned,Active,Medium Risk
29,26-35,Male,student,2083.05,0.0,6.22,1,0,Retained,Active,Low Risk
19,<=25,Male,self_employed,3827.5,714.2800000000002,6.49,1,0,Retained,Active,Low Risk
37,36-45,Female,salaried,2269.39,-831.3600000000001,6.48,1,0,Retained,Active,Medium Risk
71,65+,Male,self_employed,426.73,-1552.38,5.15,0,1,Churned,Inactive,High Risk
63,56-65,Male,self_employed,5.43,-1639.84,6.47,1,0,Retained,Active,Medium Risk
37,36-45,Male,self_employed,42875.15,42857.14,1.55,1,0,Retained,Active,Low Risk
25,<=25,Female,self_employed,1426.86,-290.1600000000001,6.06,1,0,Retained,Active,Medium Risk
46,46-55,Female,self_employed,1466.78,-442.5499999999999,6.3,1,1,Churned,Active,Medium Risk
47,46-55,Female,self_employed,2113.87,89.54999999999995,6.2,1,0,Retained,Active,Low Risk
75,65+,Male,retired,1612.95,126.37000000000012,4.99,1,0,Retained,Active,Low Risk
48,46-55,Female,self_employed,3430.4,377.80999999999995,5.54,1,0,Retained,Active,Low Risk
61,56-65,Male,self_employed,4594.42,543.3499999999999,6.27,1,0,Retained,Active,Low Risk
90,65+,Male,self_employed,45929.69,45714.29,3.76,1,0,Retained,Active,Low Risk
50,46-55,Female,self_employed,3439.45,1488.4799999999998,4.65,1,1,Churned,Active,Low Risk
40,36-45,Female,self_employed,4791.68,4495.89,6.26,1,0,Retained,Active,Low Risk
30,26-35,Female,salaried,924.62,-570.82,5.85,1,0,Retained,Active,Medium Risk
36,36-45,Female,salaried,204.04,-7041.04,4.65,1,1,Churned,Active,Medium Risk
25,<=25,Female,salaried,4862.33,357.1400000000003,5.22,1,0,Retained,Active,Low Risk
36,36-45,Male,self_employed,5554.57,1753.8799999999997,6.55,1,0,Retained,Active,Low Risk
46,46-55,Male,self_employed,5390.4,-45.98000000000047,6.56,1,0,Retained,Active,Medium Risk
9,<=25,Male,student,468.38,-19907.83,6.34,1,1,Churned,Active,Medium Risk
41,36-45,Male,self_employed,33164.88,-21131.620000000003,5.52,1,0,Retained,Active,Medium Risk
32,26-35,Female,student,2623.49,0.0,3.89,1,0,Retained,Active,Low Risk
39,36-45,Female,salaried,728.53,-1340.41,6.06,1,1,Churned,Active,Medium Risk
90,65+,Male,self_employed,3373.44,69.05999999999995,5.06,1,0,Retained,Active,Low Risk
41,36-45,Female,self_employed,1484.17,0.0,5.01,1,0,Retained,Active,Low Risk
76,65+,Male,retired,6676.86,38.22999999999956,6.17,1,0,Retained,Active,Low Risk
39,36-45,Female,salaried,58611.6,0.0,5.74,1,0,Retained,Active,Low Risk
34,26-35,Male,self_employed,2181.32,-1790.2999999999995,6.25,1,1,Churned,Active,Medium Risk
29,26-35,Male,self_employed,4082.13,-1024.29,5.96,1,0,Retained,Active,Medium Risk
39,36-45,Female,salaried,2728.7,-121.60000000000036,5.5,1,0,Retained,Active,Medium Risk
80,65+,Female,self_employed,3619.81,460.30999999999995,6.32,1,0,Retained,Active,Low Risk
46,46-55,Male,self_employed,28399.2,0.0,6.28,1,0,Retained,Active,Low Risk
54,46-55,Male,self_employed,3948.27,0.0,4.67,0,0,Retained,Inactive,Medium Risk
56,56-65,Male,self_employed,942.93,-2706.69,5.85,1,0,Retained,Active,Medium Risk
90,65+,Male,self_employed,2517.9,0.0,6.31,1,0,Retained,Active,Low Risk
60,56-65,Male,self_employed,4300.34,737.73,5.32,1,0,Retained,Active,Low Risk
42,36-45,Male,self_employed,1909.51,-1708.01,5.97,1,0,Retained,Active,Medium Risk
23,<=25,Female,self_employed,2614.07,18.43000000000029,6.42,1,0,Retained,Active,Low Risk
90,65+,Male,self_employed,14378.81,2044.1499999999996,6.0,1,0,Retained,Active,Low Risk
49,46-55,Female,self_employed,2669.76,822.4800000000002,5.92,1,0,Retained,Active,Low Risk
37,36-45,Male,self_employed,5413.55,-362.54,5.47,1,0,Retained,Active,Medium Risk
68,65+,Female,self_employed,11993.67,-2011.17,5.27,1,0,Retained,Active,Medium Risk
72,65+,Male,retired,1949.76,59.11999999999989,6.03,1,0,Retained,Active,Low Risk
38,36-45,Male,self_employed,6784.59,482.9499999999998,6.55,1,0,Retained,Active,Low Risk
34,26-35,Male,self_employed,4870.57,2223.95,6.38,1,0,Retained,Active,Low Risk
39,36-45,Female,salaried,2068.19,0.0,5.44,1,1,Churned,Active,Low Risk
47,46-55,Male,self_employed,2604.59,-357.1399999999999,6.36,0,1,Churned,Inactive,High Risk
83,65+,Male,retired,4386.7,0.0,5.74,0,0,Retained,Inactive,Medium Risk
45,36-45,Female,self_employed,36985.44,-225.14999999999415,6.29,1,0,Retained,Active,Medium Risk
43,36-45,Female,self_employed,7642.47,0.0,6.59,0,0,Retained,Inactive,Medium Risk
37,36-45,Female,self_employed,9867.07,0.0,5.61,1,0,Retained,Active,Low Risk
63,56-65,Male,self_employed,496.84,0.0,5.25,1,0,Retained,Active,Low Risk
42,36-45,Female,self_employed,1429.03,0.0,5.35,1,0,Retained,Active,Low Risk
